0,Date,Price,Open,High,Low,Volume,Chg%
374,"Jul 31, 2016",503.35,504.22,505.36,487.08,23.01M,0.13%
375,"Jul 24, 2016",502.69,502.24,512.54,498.95,25.40M,0.01%
376,"Jul 17, 2016",502.66,509.17,514.50,492.98,34.44M,0.26%
377,"Jul 10, 2016",501.35,490.85,505.71,488.12,26.63M,3.45%
378,"Jul 03, 2016",484.61,483.17,496.74,483.17,17.69M,0.51%
379,"Jun 26, 2016",482.15,465.83,484.16,465.83,20.15M,2.31%
380,"Jun 19, 2016",471.26,481.51,492.41,462.32,33.37M,-2.40%
381,"Jun 12, 2016",482.87,480.40,488.62,477.00,24.08M,-0.18%
382,"Jun 05, 2016",483.76,475.99,487.58,470.12,33.10M,1.78%
383,"May 29, 2016",475.32,483.62,486.14,468.11,28.11M,-1.54%
384,"May 22, 2016",482.77,464.27,483.86,458.48,31.14M,4.34%
385,"May 15, 2016",462.71,483.91,486.93,461.30,26.49M,-4.49%
386,"May 08, 2016",484.48,482.92,492.43,480.45,28.78M,0.95%
387,"May 01, 2016",479.93,484.90,492.80,478.96,36.07M,-1.40%
388,"Apr 24, 2016",486.74,517.32,517.32,484.83,86.54M,-5.41%
389,"Apr 17, 2016",514.60,527.90,529.58,509.82,29.46M,-2.54%
390,"Apr 10, 2016",528.02,513.63,529.93,511.65,17.31M,2.87%
391,"Apr 03, 2016",513.31,515.12,522.27,506.25,22.19M,0.18%
392,"Mar 27, 2016",512.37,510.16,523.04,503.06,42.28M,0.51%
393,"Mar 20, 2016",509.77,509.15,521.18,506.40,20.70M,0.19%
394,"Mar 13, 2016",508.78,504.77,513.58,498.00,29.67M,1.25%
395,"Mar 06, 2016",502.49,499.02,518.04,499.02,28.20M,0.81%
396,"Feb 28, 2016",498.47,471.18,504.22,463.11,42.67M,5.90%
397,"Feb 21, 2016",470.71,467.62,479.60,466.01,36.98M,0.63%
398,"Feb 14, 2016",467.74,454.69,479.80,453.90,33.42M,4.17%
399,"Feb 07, 2016",449.02,480.99,487.78,439.88,43.84M,-6.63%
400,"Jan 31, 2016",480.89,515.09,516.01,476.19,36.73M,-6.23%
401,"Jan 24, 2016",512.84,500.26,515.12,493.79,33.51M,3.11%
402,"Jan 17, 2016",497.36,532.45,536.89,483.76,68.91M,-6.44%
403,"Jan 10, 2016",531.61,503.21,539.76,500.75,83.43M,4.64%
404,"Jan 03, 2016",508.06,497.78,514.32,488.72,52.12M,1.02%
405,"Dec 27, 2015",502.91,495.60,505.06,494.86,27.62M,1.48%
406,"Dec 20, 2015",495.58,489.31,498.87,487.38,22.49M,0.87%
407,"Dec 13, 2015",491.29,469.35,502.73,468.56,34.04M,4.09%
408,"Dec 06, 2015",472.00,478.19,481.93,452.14,31.35M,-1.29%
409,"Nov 29, 2015",478.19,484.66,489.83,476.11,34.74M,-1.39%
410,"Nov 22, 2015",484.93,470.54,491.59,468.66,27.69M,3.40%
411,"Nov 15, 2015",468.98,458.65,471.93,450.70,27.08M,1.48%
412,"Nov 08, 2015",462.14,462.37,477.97,452.96,20.08M,-2.03%
413,"Nov 01, 2015",471.73,470.04,482.92,462.12,22.04M,0.50%
414,"Oct 25, 2015",469.40,476.43,476.98,460.58,28.22M,-0.83%
415,"Oct 18, 2015",473.34,466.08,482.82,466.08,36.07M,4.77%
416,"Oct 11, 2015",451.79,439.83,453.11,437.30,20.62M,2.79%
417,"Oct 04, 2015",439.51,427.35,454.71,426.88,27.66M,2.62%
418,"Sep 27, 2015",428.29,415.96,432.87,409.17,24.66M,3.27%
419,"Sep 20, 2015",414.74,435.87,439.93,413.46,33.59M,-6.48%
420,"Sep 13, 2015",443.50,426.83,445.53,421.95,30.99M,4.00%
421,"Sep 06, 2015",426.43,415.19,435.22,408.68,28.70M,2.99%
422,"Aug 30, 2015",414.03,432.33,432.33,408.68,41.47M,-4.18%
423,"Aug 23, 2015",432.10,435.87,437.35,405.16,65.47M,-3.92%
424,"Aug 16, 2015",449.71,478.46,478.46,444.29,30.19M,-6.10%
425,"Aug 09, 2015",478.94,487.63,489.76,460.34,22.97M,-1.77%
426,"Aug 02, 2015",487.55,495.80,502.16,483.99,24.72M,-1.75%
427,"Jul 26, 2015",496.22,507.64,510.11,490.35,35.36M,-2.26%
428,"Jul 19, 2015",507.71,509.07,528.91,496.67,29.22M,0.33%
429,"Jul 12, 2015",506.05,496.20,510.73,492.90,26.94M,1.99%
430,"Jul 05, 2015",496.20,493.37,504.67,486.96,32.80M,-0.54%
431,"Jun 28, 2015",498.87,489.31,505.09,481.44,40.58M,0.65%
432,"Jun 21, 2015",495.65,493.79,502.29,487.88,47.14M,0.41%
433,"Jun 14, 2015",493.65,443.25,498.47,440.82,68.35M,12.00%
434,"Jun 07, 2015",440.75,449.14,450.73,432.72,32.18M,-1.97%
435,"May 31, 2015",449.61,435.87,455.09,434.88,38.91M,3.51%
436,"May 24, 2015",434.38,445.77,449.74,431.91,36.93M,-2.97%
437,"May 17, 2015",447.68,433.34,453.40,432.01,24.08M,3.42%
438,"May 10, 2015",432.87,442.23,445.50,424.58,31.49M,-1.77%
439,"May 03, 2015",440.67,429.03,446.67,425.96,41.17M,3.17%
440,"Apr 26, 2015",427.13,435.89,439.58,419.72,35.50M,-1.88%
441,"Apr 19, 2015",435.32,464.25,464.32,429.43,44.37M,-5.17%
442,"Apr 12, 2015",459.07,449.14,467.72,445.16,39.94M,2.49%
443,"Apr 05, 2015",447.93,414.07,450.13,406.84,51.24M,8.17%
444,"Mar 29, 2015",414.10,404.47,415.56,394.49,24.07M,3.00%
445,"Mar 22, 2015",402.04,424.23,427.94,396.96,35.40M,-4.96%
446,"Mar 15, 2015",423.04,421.75,434.23,416.20,30.70M,0.47%
447,"Mar 08, 2015",421.06,438.39,441.69,419.52,30.30M,-3.94%
448,"Mar 01, 2015",438.32,430.42,450.55,423.76,27.88M,3.44%
449,"Feb 22, 2015",423.76,430.89,434.26,414.37,41.28M,-2.01%
450,"Feb 15, 2015",432.45,455.04,457.76,431.56,23.25M,-4.84%
451,"Feb 08, 2015",454.44,446.37,456.08,426.61,22.33M,0.83%
452,"Feb 01, 2015",450.68,453.72,467.47,447.26,33.17M,-0.58%
453,"Jan 25, 2015",453.33,442.26,462.86,436.12,43.89M,3.20%
454,"Jan 18, 2015",439.29,431.01,451.42,425.34,39.50M,1.98%
455,"Jan 11, 2015",430.77,426.21,433.39,411.70,31.15M,1.09%
456,"Jan 04, 2015",426.11,438.34,441.27,412.09,38.17M,-2.85%
457,"Dec 28, 2014",438.62,440.08,445.30,434.43,17.22M,-0.37%
458,"Dec 21, 2014",440.25,446.77,449.14,435.87,21.35M,-1.30%
459,"Dec 14, 2014",446.05,434.85,449.94,425.81,41.24M,2.06%
460,"Dec 07, 2014",437.03,475.49,476.90,435.55,34.42M,-7.83%
461,"Nov 30, 2014",474.18,489.86,491.32,473.07,26.51M,-3.45%
462,"Nov 23, 2014",491.14,495.40,503.90,482.08,33.85M,-0.61%
463,"Nov 16, 2014",494.17,478.46,495.80,478.46,25.30M,2.95%
464,"Nov 09, 2014",480.02,486.79,490.25,477.18,20.92M,-1.16%
465,"Nov 02, 2014",485.65,497.29,499.76,484.43,18.34M,-2.00%
466,"Oct 26, 2014",495.58,477.45,497.14,458.70,44.51M,5.02%
467,"Oct 19, 2014",471.88,464.84,472.77,451.50,25.23M,1.58%
468,"Oct 12, 2014",464.55,476.38,484.90,458.26,31.05M,-2.37%
469,"Oct 05, 2014",475.81,459.27,479.95,456.25,22.55M,3.61%
470,"Sep 28, 2014",459.25,464.08,469.77,458.18,17.90M,-0.65%
471,"Sep 21, 2014",462.24,491.84,493.32,454.34,41.53M,-6.25%
472,"Sep 14, 2014",493.05,499.81,503.13,483.67,27.29M,-1.98%
473,"Sep 07, 2014",503.03,512.10,515.76,499.27,23.94M,-0.98%
474,"Aug 31, 2014",508.01,497.46,513.11,493.13,33.74M,2.70%
475,"Aug 24, 2014",494.66,495.31,499.52,486.88,19.06M,0.04%
476,"Aug 17, 2014",494.46,495.85,506.70,490.40,27.80M,-0.47%
477,"Aug 10, 2014",496.77,487.95,497.78,483.59,19.58M,2.29%
478,"Aug 03, 2014",485.65,485.89,494.61,480.94,29.18M,0.43%
479,"Jul 27, 2014",483.57,505.71,506.97,482.92,28.40M,-4.46%
480,"Jul 20, 2014",506.13,495.31,516.75,492.85,38.03M,4.62%
481,"Jul 13, 2014",483.79,479.75,494.41,474.75,28.53M,1.06%
482,"Jul 06, 2014",478.71,511.65,513.63,477.30,38.21M,-6.34%
483,"Jun 29, 2014",511.13,501.52,513.53,495.31,30.98M,1.96%
484,"Jun 22, 2014",501.30,513.63,526.41,498.62,32.73M,-2.35%
485,"Jun 15, 2014",513.38,536.91,545.65,510.96,39.41M,-4.20%
486,"Jun 08, 2014",535.87,559.69,561.03,531.31,32.69M,-3.61%
487,"Jun 01, 2014",555.93,532.33,561.18,527.13,35.91M,5.42%
488,"May 25, 2014",527.35,560.93,564.65,525.02,38.61M,-5.57%
489,"May 18, 2014",558.43,540.38,560.69,531.83,47.82M,4.47%
490,"May 11, 2014",534.56,492.78,567.25,492.38,69.49M,8.18%
491,"May 04, 2014",494.12,458.16,494.81,458.16,31.64M,7.49%
492,"Apr 27, 2014",459.69,470.44,475.49,458.65,22.37M,-2.12%
493,"Apr 20, 2014",469.67,480.42,489.73,468.56,27.55M,-1.13%
494,"Apr 13, 2014",475.05,470.54,476.38,463.90,13.61M,0.56%
495,"Apr 06, 2014",472.40,467.57,482.38,462.79,22.47M,1.01%
496,"Mar 30, 2014",467.69,453.82,476.95,452.31,46.26M,3.07%
497,"Mar 23, 2014",453.77,441.44,455.66,432.15,68.30M,3.43%
498,"Mar 16, 2014",438.74,440.57,452.39,436.93,40.23M,-0.04%
499,"Mar 09, 2014",438.91,428.49,447.58,427.65,41.00M,1.93%
500,"Mar 02, 2014",430.62,396.29,432.90,394.83,35.18M,8.68%
501,"Feb 23, 2014",396.22,400.23,404.59,392.83,21.41M,-1.42%
502,"Feb 16, 2014",401.94,404.99,407.14,397.78,16.26M,-1.28%
503,"Feb 09, 2014",407.17,403.80,408.92,397.61,23.38M,0.93%
504,"Feb 02, 2014",403.40,409.22,411.00,399.66,23.62M,-2.01%
505,"Jan 26, 2014",411.67,423.98,426.36,407.24,28.35M,-4.21%
506,"Jan 19, 2014",429.75,439.29,440.33,425.05,27.94M,-1.93%
507,"Jan 12, 2014",438.22,430.05,444.24,429.92,32.44M,3.10%
508,"Jan 05, 2014",425.05,427.00,434.04,416.08,30.69M,-0.71%
509,"Dec 29, 2013",428.07,436.36,444.91,423.49,18.80M,-1.66%
510,"Dec 22, 2013",435.30,445.28,450.23,434.33,21.17M,-1.82%
511,"Dec 15, 2013",443.37,425.96,444.78,414.45,30.51M,3.52%
512,"Dec 08, 2013",428.29,436.91,440.18,424.80,18.93M,-0.23%
513,"Dec 01, 2013",429.28,422.50,434.38,421.33,20.77M,1.58%
514,"Nov 24, 2013",422.59,419.70,424.40,413.70,26.72M,1.12%
515,"Nov 17, 2013",417.91,425.02,438.30,415.61,24.25M,-0.93%
516,"Nov 10, 2013",421.83,432.90,436.91,417.10,17.30M,-2.77%
517,"Nov 03, 2013",433.86,447.43,456.52,431.48,18.06M,-3.56%
518,"Oct 27, 2013",449.86,439.83,458.92,437.80,32.82M,2.39%
519,"Oct 20, 2013",439.34,448.57,453.45,435.55,25.84M,-2.06%
520,"Oct 13, 2013",448.57,428.44,449.74,427.55,34.61M,4.90%
521,"Oct 06, 2013",427.62,419.82,429.92,414.07,25.14M,1.05%
522,"Sep 29, 2013",423.19,412.12,425.81,405.01,20.33M,1.73%
523,"Sep 22, 2013",416.01,431.93,438.12,413.70,32.57M,-4.76%
524,"Sep 15, 2013",436.81,438.82,446.27,422.30,34.14M,1.02%
525,"Sep 08, 2013",432.40,432.35,446.27,429.06,28.23M,0.58%
526,"Sep 01, 2013",429.92,422.59,441.66,410.26,37.38M,1.66%
527,"Aug 25, 2013",422.92,407.39,425.96,378.36,46.66M,4.19%
528,"Aug 18, 2013",405.90,407.64,413.43,383.47,36.88M,-0.87%
529,"Aug 11, 2013",409.47,430.42,432.33,404.74,27.16M,-4.50%
530,"Aug 04, 2013",428.76,425.96,436.78,411.18,25.45M,0.97%
531,"Jul 28, 2013",424.65,439.36,445.11,417.34,27.80M,-3.69%
532,"Jul 21, 2013",440.90,453.20,458.16,434.61,31.65M,-3.63%
533,"Jul 14, 2013",457.51,438.84,459.59,437.38,34.90M,3.79%
534,"Jul 07, 2013",440.80,430.92,443.79,415.56,34.68M,1.09%
535,"Jun 30, 2013",436.04,426.95,441.71,419.70,35.57M,2.06%
536,"Jun 23, 2013",427.25,391.29,432.40,385.59,58.19M,8.80%
537,"Jun 16, 2013",392.70,403.92,414.82,388.12,37.84M,-2.68%
538,"Jun 09, 2013",403.50,390.80,406.08,384.01,29.85M,3.96%
539,"Jun 02, 2013",388.12,398.08,398.89,385.92,31.47M,-2.81%
540,"May 26, 2013",399.36,397.61,420.91,396.74,46.99M,2.52%
541,"May 19, 2013",389.53,414.77,423.49,385.94,26.39M,-5.87%
542,"May 12, 2013",413.83,402.86,418.38,394.06,26.24M,2.77%
543,"May 05, 2013",402.66,397.33,414.03,397.33,25.39M,1.56%
544,"Apr 28, 2013",396.49,392.83,404.12,384.93,36.31M,1.02%
545,"Apr 21, 2013",392.48,389.31,409.42,385.50,33.19M,1.38%
546,"Apr 14, 2013",387.13,382.90,401.20,380.99,36.85M,0.81%
547,"Apr 07, 2013",384.03,385.40,394.06,378.49,26.27M,-0.61%
548,"Mar 31, 2013",386.39,386.83,395.75,378.51,24.77M,0.93%
549,"Mar 24, 2013",382.82,406.45,407.81,378.61,27.71M,-4.65%
550,"Mar 17, 2013",401.49,413.58,417.79,398.40,34.48M,-3.92%
551,"Mar 10, 2013",417.86,422.05,430.62,413.70,25.89M,-0.90%
552,"Mar 03, 2013",421.65,400.65,423.34,398.67,27.48M,5.04%
553,"Feb 24, 2013",401.40,427.94,428.41,398.97,38.14M,-6.05%
554,"Feb 17, 2013",427.25,420.02,435.30,413.21,25.75M,1.99%
555,"Feb 10, 2013",418.93,428.44,439.83,413.13,25.51M,-2.06%
556,"Feb 03, 2013",427.72,443.82,446.27,424.48,23.73M,-3.41%
557,"Jan 27, 2013",442.80,451.40,452.29,435.92,32.94M,-2.00%
558,"Jan 20, 2013",451.82,464.65,473.02,448.30,47.00M,1.33%
559,"Jan 13, 2013",445.87,416.55,447.24,415.07,37.78M,7.18%
560,"Jan 06, 2013",416.01,428.79,431.41,414.20,29.37M,-2.55%
561,"Dec 30, 2012",426.88,416.20,428.24,414.47,27.96M,2.57%
562,"Dec 23, 2012",416.18,408.92,419.03,403.72,19.47M,1.82%
563,"Dec 16, 2012",408.75,413.33,418.24,407.24,19.82M,-1.67%
564,"Dec 09, 2012",415.68,413.38,419.42,403.43,25.43M,0.56%
565,"Dec 02, 2012",413.38,393.77,420.86,391.17,29.46M,5.15%
566,"Nov 25, 2012",393.12,383.81,400.21,381.88,24.56M,2.58%
567,"Nov 18, 2012",383.24,383.99,386.68,376.98,26.18M,-0.18%
568,"Nov 11, 2012",383.94,389.24,392.60,381.88,21.05M,-1.59%
