,0,1
677,1206.07,0.00011858344078063965 6.633996963500977e-05 6.35385513305664e-05 0.003520667552947998 6.520748138427734e-05 5.7697296142578125e-05 0.9959166646003723 0.1369169056415558 6.514787673950195e-05 0.011100411415100098 7.981061935424805e-05 0.00865587592124939 6.175041198730469e-05 6.240606307983398e-05 0.0004992783069610596 8.854269981384277e-05 0.9995348453521729 0.005775779485702515 0.9995162487030029 8.96155834197998e-05 0.2062309980392456 0.008440852165222168 0.05632469058036804 0.28344398736953735 5.710124969482422e-05 0.010952293872833252 0.306287944316864 0.9995537400245667 0.9731042385101318 0.9988172650337219 0.0005112290382385254 0.6789411306381226 0.0017556548118591309 0.42778581380844116 0.00018841028213500977 6.145238876342773e-05 6.580352783203125e-05 7.617473602294922e-05 0.00017333030700683594 6.0439109802246094e-05 7.843971252441406e-05 0.00013819336891174316 5.745887756347656e-05 6.091594696044922e-05 0.012536674737930298 0.00014796853065490723 0.14108586311340332 0.00014761090278625488 8.028745651245117e-05 0.033451974391937256 5.519390106201172e-05 0.8310912847518921 0.9996547698974609 0.005274832248687744 0.0001087486743927002 0.057103097438812256 0.9951207041740417 6.103515625e-05 0.9703760743141174 6.651878356933594e-05 9.968876838684082e-05 6.23464584350586e-05 0.083912193775177 0.0001652836799621582 0.9983454942703247 0.14673107862472534 0.00027486681938171387 0.00015884637832641602 0.0002734959125518799 0.00013616681098937988 0.002921462059020996 5.125999450683594e-05 0.00019481778144836426 6.818771362304688e-05 6.73532485961914e-05 0.0001576542854309082 7.838010787963867e-05 0.00010916590690612793 7.31348991394043e-05 0.0014733672142028809 0.9886795878410339 0.00012770295143127441 0.00019282102584838867 6.949901580810547e-05 0.01894274353981018 6.729364395141602e-05 6.455183029174805e-05 0.9994169473648071 7.69495964050293e-05 5.614757537841797e-05 5.97834587097168e-05 6.35385513305664e-05 5.4836273193359375e-05 0.00031515955924987793 0.004954159259796143 5.829334259033203e-05 0.0028720200061798096 5.1915645599365234e-05 8.651614189147949e-05 0.7904950976371765
678,1246.14,0.18081134557724 0.1553906798362732 0.05225825309753418 0.2751637101173401 6.085634231567383e-05 7.37905502319336e-05 0.0002983212471008301 0.00014773011207580566 6.639957427978516e-05 9.712576866149902e-05 6.890296936035156e-05 5.829334259033203e-05 7.236003875732422e-05 0.0020112991333007812 0.0013669133186340332 0.0002002418041229248 0.9995365142822266 0.00086936354637146 0.0001677870750427246 5.3822994232177734e-05 0.2825927734375 0.046775370836257935 0.03096863627433777 0.1844395399093628 0.00325697660446167 0.00034290552139282227 6.312131881713867e-05 7.259845733642578e-05 5.4001808166503906e-05 0.9616619348526001 5.7637691497802734e-05 5.7756900787353516e-05 5.4717063903808594e-05 0.0017737746238708496 0.037873804569244385 0.00034236907958984375 6.622076034545898e-05 0.9996405839920044 0.006672859191894531 0.00012180209159851074 0.00024688243865966797 0.003443509340286255 0.9991111159324646 0.7636392712593079 0.24322164058685303 6.961822509765625e-05 0.0014072060585021973 5.894899368286133e-05 5.441904067993164e-05 0.000148087739944458 5.245208740234375e-05 7.11679458618164e-05 0.00614774227142334 6.133317947387695e-05 6.669759750366211e-05 7.915496826171875e-05 7.158517837524414e-05 5.9723854064941406e-05 6.341934204101562e-05 0.0005863010883331299 5.84721565246582e-05 0.9990532994270325 0.9982432126998901 5.894899368286133e-05 5.245208740234375e-05 5.519390106201172e-05 0.25850677490234375 0.00019222497940063477 0.0012010633945465088 6.383657455444336e-05 5.698204040527344e-05 0.000333636999130249 0.9924317598342896 9.223818778991699e-05 0.0003458857536315918 0.0011527836322784424 8.463859558105469e-05 0.31600892543792725 5.6624412536621094e-05 0.9698136448860168 7.396936416625977e-05 7.158517837524414e-05
679,1039.00,0.07219859957695007 0.9994072914123535 0.9996459484100342 0.2958531975746155 6.54458999633789e-05 9.492039680480957e-05 0.9984466433525085 6.318092346191406e-05 0.0024366378784179688 0.000380098819732666 0.007147252559661865 7.742643356323242e-05 6.890296936035156e-05 5.7220458984375e-05 0.0003336966037750244 0.16790255904197693 8.681416511535645e-05 0.0003331601619720459 0.0040476322174072266 6.902217864990234e-05 0.2292150855064392 5.6803226470947266e-05 6.818771362304688e-05 0.00010225176811218262 7.349252700805664e-05 0.9996223449707031 0.00025576353073120117 7.814168930053711e-05 0.0027992725372314453 6.210803985595703e-05 0.00016647577285766602 0.03452116250991821 0.00010368227958679199 5.4717063903808594e-05 0.9996510744094849 0.00035309791564941406 0.0028333663940429688 5.6743621826171875e-05 0.06882110238075256 6.389617919921875e-05 0.0001347362995147705 7.146596908569336e-05 0.0011562108993530273 5.614757537841797e-05 0.011769413948059082 0.0032510757446289062 5.435943603515625e-05 0.0045593976974487305 0.4585278630256653 0.006565064191818237 6.562471389770508e-05 5.453824996948242e-05 0.999460756778717 5.310773849487305e-05 0.9978152513504028 0.020539045333862305 5.6862831115722656e-05 0.2742827534675598 5.78761100769043e-05 5.924701690673828e-05 0.028651654720306396 5.53131103515625e-05 0.9993107318878174 0.06635677814483643 6.437301635742188e-05 0.0013872087001800537 5.996227264404297e-05 6.532669067382812e-05 6.282329559326172e-05 0.9861792325973511 5.835294723510742e-05 8.296966552734375e-05 7.092952728271484e-05 0.9996832609176636 0.008272826671600342 0.0001361072063446045 0.016726136207580566 0.0007866621017456055 0.991063117980957 0.0001074373722076416 0.25006504356861115 5.614757537841797e-05 0.00021973252296447754 0.9979950189590454 0.00011667609214782715 0.050159990787506104 0.9992640614509583 0.0016667544841766357 0.0015769898891448975 5.835294723510742e-05 6.365776062011719e-05 9.444355964660645e-05 0.00793430209159851 9.72449779510498e-05 9.235739707946777e-05 5.435943603515625e-05 7.897615432739258e-05 6.306171417236328e-05 5.53131103515625e-05
680,1115.97,0.0010377168655395508 0.9885779619216919 0.0015058815479278564 0.004656940698623657 6.4849853515625e-05 0.9995037317276001 0.0896841287612915 9.778141975402832e-05 0.999091386795044 0.0001875162124633789 6.157159805297852e-05 0.9986236095428467 8.657574653625488e-05 0.9995342493057251 0.003099203109741211 6.645917892456055e-05 0.004267871379852295 6.568431854248047e-05 0.00010028481483459473 6.29425048828125e-05 0.00010183453559875488 7.337331771850586e-05 0.010379672050476074 0.00013884902000427246 7.939338684082031e-05 6.240606307983398e-05 5.638599395751953e-05 9.53972339630127e-05 6.16312026977539e-05 6.330013275146484e-05 6.288290023803711e-05 6.103515625e-05 5.650520324707031e-05 6.771087646484375e-05 6.16312026977539e-05 6.598234176635742e-05 0.00027063488960266113 0.0006008148193359375 5.2034854888916016e-05 0.014320552349090576 7.706880569458008e-05 7.236003875732422e-05 5.1975250244140625e-05 5.9604644775390625e-05 0.025932997465133667 5.7578086853027344e-05 6.961822509765625e-05 0.21930116415023804 6.127357482910156e-05 0.02321457862854004 0.00021395087242126465 6.371736526489258e-05 0.00018870830535888672 0.017731398344039917 0.0002390146255493164 5.644559860229492e-05 6.455183029174805e-05 0.999320387840271 6.306171417236328e-05 5.2809715270996094e-05 0.9699576497077942 5.620718002319336e-05 0.9994950294494629 6.872415542602539e-05 6.693601608276367e-05 0.05687275528907776 8.404254913330078e-05 5.632638931274414e-05 7.843971252441406e-05 7.456541061401367e-05 0.2466159462928772 6.264448165893555e-05 0.19918137788772583 0.8418219089508057 6.35981559753418e-05 7.611513137817383e-05 7.683038711547852e-05 9.289383888244629e-05 8.124113082885742e-05 5.167722702026367e-05 0.007418394088745117 0.9853643774986267 0.9989812970161438 0.009891152381896973 6.240606307983398e-05 9.205937385559082e-05 0.0003114044666290283 0.9996203184127808 6.80088996887207e-05 0.14024293422698975 6.99758529663086e-05 6.181001663208008e-05 5.936622619628906e-05 7.82012939453125e-05 6.830692291259766e-05 5.620718002319336e-05 0.001880943775177002 0.0002562403678894043 7.194280624389648e-05 6.961822509765625e-05
681,1090.96,0.8686742186546326 0.0002180039882659912 0.0016226768493652344 0.25162269175052643 0.0377693772315979 0.8938764929771423 0.0022306442260742188 0.9995279312133789 5.21540641784668e-05 0.9996167421340942 0.01084551215171814 6.347894668579102e-05 5.507469177246094e-05 0.0019732117652893066 0.05284041166305542 0.9996452331542969 0.9927746057510376 0.9819886684417725 0.00011947751045227051 5.8531761169433594e-05 6.532669067382812e-05 5.8531761169433594e-05 6.598234176635742e-05 0.9907138347625732 0.999594509601593 7.289648056030273e-05 5.9485435485839844e-05 0.0014162957668304443 6.461143493652344e-05 7.712841033935547e-05 0.0027565956115722656 0.9944158792495728 8.26716423034668e-05 5.888938903808594e-05 0.00010308623313903809 0.00025349855422973633 0.014126300811767578 5.1975250244140625e-05 6.0439109802246094e-05 6.431341171264648e-05 0.993819534778595 0.003641188144683838 9.170174598693848e-05 0.0013654828071594238 7.76052474975586e-05 0.00010195374488830566 6.908178329467773e-05 6.0617923736572266e-05 6.073713302612305e-05 0.0023224949836730957 6.920099258422852e-05 5.346536636352539e-05 7.295608520507812e-05 6.139278411865234e-05 0.026405811309814453 5.9604644775390625e-05 0.003733903169631958 7.11679458618164e-05 0.0005000531673431396 6.073713302612305e-05 0.9996331930160522 0.00013819336891174316 5.918741226196289e-05 6.186962127685547e-05 6.943941116333008e-05 7.867813110351562e-05 5.799531936645508e-05 6.473064422607422e-05 6.121397018432617e-05 6.079673767089844e-05 0.002622663974761963 0.9994208812713623 0.9996458292007446 0.0002377629280090332 0.9980250597000122 7.390975952148438e-05 6.216764450073242e-05 0.9323514103889465 0.0002149641513824463 6.097555160522461e-05 5.513429641723633e-05 5.447864532470703e-05 0.9820631742477417 0.019051432609558105 6.914138793945312e-05 8.657574653625488e-05 0.9983171224594116 0.0003745853900909424 8.07046890258789e-05 0.0019723176956176758 0.0003375411033630371 0.0003952980041503906 0.9995840191841125 6.759166717529297e-05 7.534027099609375e-05 6.717443466186523e-05 0.9996113181114197 0.00043022632598876953 0.00015753507614135742 0.018342703580856323
682,1035.09,0.999672532081604 0.9995965361595154 0.1322931945323944 6.479024887084961e-05 0.011727690696716309 0.10557937622070312 0.0001831650733947754 0.9392634630203247 0.9996960163116455 0.00027182698249816895 0.00010421872138977051 0.00024110078811645508 0.021159648895263672 0.00045353174209594727 0.05031317472457886 0.00025469064712524414 6.943941116333008e-05 0.0016205310821533203 6.216764450073242e-05 6.127357482910156e-05 0.9984543323516846 0.0007597506046295166 0.0002757608890533447 5.8531761169433594e-05 6.109476089477539e-05 0.0015699267387390137 0.9984862208366394 0.00010594725608825684 7.086992263793945e-05 0.9993506073951721 0.9995051622390747 0.9996108412742615 5.447864532470703e-05 0.9987439513206482 6.258487701416016e-05 0.00024759769439697266 0.997222900390625 0.030693650245666504 5.418062210083008e-05 5.835294723510742e-05 9.66489315032959e-05 7.998943328857422e-05 5.942583084106445e-05 0.016425132751464844 0.0024156570434570312 0.002446591854095459 0.9982665777206421 0.00011029839515686035 0.9996761083602905 0.00013086199760437012 8.040666580200195e-05 6.765127182006836e-05 0.9997127652168274 8.219480514526367e-05 9.086728096008301e-05 0.04308587312698364 0.0029585063457489014 5.5730342864990234e-05 0.00011321902275085449 7.331371307373047e-05 0.0693158507347107 5.352497100830078e-05 7.331371307373047e-05 5.429983139038086e-05 8.428096771240234e-05 0.8320974111557007 0.05286049842834473 0.997876763343811 0.7658711075782776 0.012675732374191284 0.006029367446899414 6.443262100219727e-05 0.0014397501945495605 7.963180541992188e-05 5.316734313964844e-05 0.00027444958686828613 6.0677528381347656e-05 5.5730342864990234e-05 0.014523446559906006 0.9975215792655945 0.0029211044311523438 5.501508712768555e-05 0.002435624599456787 0.0016193687915802002 0.0019026994705200195 6.443262100219727e-05 0.9994764924049377 0.00012055039405822754 8.13603401184082e-05 8.279085159301758e-05 7.432699203491211e-05 0.01627945899963379 0.003155946731567383 7.611513137817383e-05 6.127357482910156e-05 5.3882598876953125e-05 0.00015240907669067383 0.18509459495544434 5.650520324707031e-05 0.07159513235092163
683,1064.81,7.414817810058594e-05 9.229779243469238e-05 8.96155834197998e-05 7.086992263793945e-05 7.170438766479492e-05 0.0003389716148376465 8.487701416015625e-05 8.279085159301758e-05 0.00021329522132873535 0.002819567918777466 0.00023126602172851562 0.9993526339530945 6.633996963500977e-05 5.614757537841797e-05 5.1856040954589844e-05 0.9996532201766968 0.0002919435501098633 0.9988600015640259 7.021427154541016e-05 5.328655242919922e-05 0.0006403326988220215 0.9994957447052002 0.9996622800827026 0.013305217027664185 0.0023604631423950195 0.9916845560073853 0.00011470913887023926 5.936622619628906e-05 0.9855666160583496 0.0006985366344451904 0.049032390117645264 5.227327346801758e-05 6.449222564697266e-05 5.84721565246582e-05 5.7220458984375e-05 0.00013384222984313965 9.968876838684082e-05 8.535385131835938e-05 5.328655242919922e-05 9.277462959289551e-05 7.176399230957031e-05 0.9880030155181885 0.0001793503761291504 0.002611815929412842 5.888938903808594e-05 0.00016301870346069336 0.9952432513237 5.936622619628906e-05 5.334615707397461e-05 5.453824996948242e-05 0.0017085671424865723 0.9987585544586182 5.835294723510742e-05 8.100271224975586e-05 0.17223018407821655 6.622076034545898e-05 6.264448165893555e-05 0.0015278458595275879 7.534027099609375e-05 0.07133141160011292 0.9923074245452881 5.048513412475586e-05 6.16908073425293e-05 0.0024251341819763184 0.1987195611000061 0.9992778897285461 5.888938903808594e-05 6.115436553955078e-05 8.07642936706543e-05 0.8858768343925476 7.015466690063477e-05 0.022193551063537598 0.12242266535758972 0.15234634280204773 5.418062210083008e-05 7.867813110351562e-05 7.838010787963867e-05 0.0005963444709777832 0.768598735332489 0.0004762113094329834 0.03295630216598511 0.15611666440963745 7.241964340209961e-05 8.541345596313477e-05 0.06176397204399109 6.711483001708984e-05 6.097555160522461e-05 7.11679458618164e-05 0.001816868782043457 5.936622619628906e-05 6.598234176635742e-05 0.9996902942657471 0.0014119744300842285 0.000470966100692749 5.46574592590332e-05 5.984306335449219e-05 0.999681830406189 0.00024771690368652344 6.22868537902832e-05 7.2479248046875e-05
684,1083.18,0.0026437044143676758 0.999320387840271 7.420778274536133e-05 0.13656029105186462 0.00021770596504211426 8.693337440490723e-05 0.00029915571212768555 0.006590604782104492 0.029886633157730103 0.9973224997520447 0.9996316432952881 0.9988102912902832 5.6803226470947266e-05 6.55055046081543e-05 9.045004844665527e-05 6.61015510559082e-05 6.23464584350586e-05 0.999352753162384 0.033945679664611816 0.0030466318130493164 0.2617892026901245 0.004276156425476074 0.9958162903785706 0.9982603192329407 0.21077889204025269 6.73532485961914e-05 0.00031194090843200684 0.23325613141059875 7.551908493041992e-05 8.082389831542969e-05 0.22580307722091675 0.9996458292007446 0.04506424069404602 5.5730342864990234e-05 0.9336161017417908 0.009286165237426758 9.062886238098145e-05 0.01348966360092163 0.20248925685882568 0.00022402405738830566 0.9995009899139404 0.9983230233192444 7.003545761108398e-05 0.7265232801437378 8.189678192138672e-05 0.9997010231018066 0.9917365908622742 5.46574592590332e-05 0.20041975378990173 0.00013008713722229004 6.347894668579102e-05 7.534027099609375e-05 5.447864532470703e-05 9.825825691223145e-05 0.0012590587139129639 8.189678192138672e-05 8.040666580200195e-05 0.47578901052474976 0.004092574119567871 0.00011536478996276855 0.9993316531181335 6.467103958129883e-05 0.00024306774139404297 0.002563565969467163 0.9763073921203613 5.370378494262695e-05 0.0003896355628967285 0.033059120178222656 6.490945816040039e-05 0.1699102520942688 0.9992534518241882 5.429983139038086e-05 0.23973408341407776 0.06350359320640564 5.8650970458984375e-05 0.0019918084144592285 0.012015700340270996 0.9994252920150757 5.716085433959961e-05 7.158517837524414e-05 5.841255187988281e-05 0.001236647367477417 6.204843521118164e-05 0.9945533275604248 8.854269981384277e-05 0.00019314885139465332 6.788969039916992e-05 6.473064422607422e-05 7.206201553344727e-05
685,1116.81,6.175041198730469e-05 0.003117680549621582 7.31348991394043e-05 8.818507194519043e-05 0.00014153122901916504 0.9996174573898315 0.999373733997345 0.03055545687675476 6.479024887084961e-05 0.00010755658149719238 6.073713302612305e-05 0.00016021728515625 0.9994712471961975 0.0002447366714477539 6.121397018432617e-05 0.002459883689880371 7.790327072143555e-05 0.00020936131477355957 5.799531936645508e-05 0.002569735050201416 0.9994633793830872 0.0002446770668029785 0.0030406713485717773 0.014592766761779785 6.961822509765625e-05 0.9991814494132996 0.9494563341140747 0.9357530474662781 0.0005251467227935791 6.783008575439453e-05 8.016824722290039e-05 0.9776136875152588 0.9992669224739075 6.568431854248047e-05 5.59687614440918e-05 0.00027611851692199707 0.00010612607002258301 6.401538848876953e-05 0.001864790916442871 7.69495964050293e-05 0.9994776844978333 6.181001663208008e-05 6.830692291259766e-05 5.221366882324219e-05 0.9996826648712158 0.0024460256099700928 0.00010225176811218262 0.3821401596069336 5.561113357543945e-05 0.0018664002418518066 8.991360664367676e-05 7.462501525878906e-05 0.0002708733081817627 0.9988284707069397 8.589029312133789e-05 0.0007794797420501709 7.998943328857422e-05 0.002263665199279785 6.747245788574219e-05 6.514787673950195e-05 0.9996384382247925 0.0003625452518463135 0.8831755518913269 0.010260522365570068 0.978033721446991 0.9996633529663086 0.00042241811752319336 6.479024887084961e-05 0.9993022680282593 6.139278411865234e-05 7.832050323486328e-05 5.626678466796875e-05 6.502866744995117e-05 0.008004307746887207 6.210803985595703e-05 0.0031048357486724854 8.338689804077148e-05 8.997321128845215e-05 0.007417559623718262 5.8710575103759766e-05 0.0001264512538909912 0.00015860795974731445 6.365776062011719e-05 5.7756900787353516e-05 0.00016164779663085938 5.233287811279297e-05 6.467103958129883e-05 6.389617919921875e-05 0.002946138381958008 9.289383888244629e-05 6.383657455444336e-05 0.001431584358215332 0.00010338425636291504 6.35385513305664e-05 7.700920104980469e-05 6.866455078125e-05 0.00028771162033081055 0.4934975504875183 7.659196853637695e-05 9.647011756896973e-05
686,1092.49,0.00014582276344299316 0.07596692442893982 8.499622344970703e-05 0.19180196523666382 0.0030455589294433594 0.00014188885688781738 0.029518306255340576 0.0007426440715789795 0.1252545416355133 0.8766583800315857 0.012557029724121094 0.28232455253601074 6.300210952758789e-05 0.008385658264160156 0.0035230517387390137 0.9997057318687439 0.970805823802948 7.909536361694336e-05 0.00023490190505981445 0.00203511118888855 0.008631885051727295 8.094310760498047e-05 0.0005563199520111084 0.003086566925048828 5.2988529205322266e-05 6.389617919921875e-05 8.279085159301758e-05 0.9994858503341675 0.9993138313293457 6.210803985595703e-05 0.013017982244491577 9.66489315032959e-05 0.00012871623039245605 0.785853385925293 8.028745651245117e-05 6.246566772460938e-05 0.01601409912109375 0.4425961971282959 5.269050598144531e-05 6.073713302612305e-05 5.46574592590332e-05 0.3174425959587097 0.002236396074295044 9.295344352722168e-05 5.710124969482422e-05 0.0020549893379211426 0.0053841471672058105 0.024640202522277832 0.9088801741600037 6.35981559753418e-05 0.039015769958496094 0.9866835474967957 0.9996044039726257 5.227327346801758e-05 7.534027099609375e-05 0.00027820467948913574 5.519390106201172e-05 6.29425048828125e-05 0.003260672092437744 5.918741226196289e-05 0.00018554925918579102 0.0017083585262298584 5.620718002319336e-05 6.127357482910156e-05 8.153915405273438e-05 0.8118125200271606 5.513429641723633e-05 0.9964693784713745 8.153915405273438e-05 0.000411301851272583 0.01702478528022766 0.007855772972106934 9.903311729431152e-05 0.990120530128479 6.717443466186523e-05 0.7941904664039612 0.0018804669380187988 5.459785461425781e-05 0.06276336312294006 5.519390106201172e-05 7.021427154541016e-05 6.181001663208008e-05 6.377696990966797e-05 5.793571472167969e-05 7.355213165283203e-05 6.270408630371094e-05 0.0017402172088623047 0.3742404580116272 6.80088996887207e-05 0.0001862645149230957 0.9993364214897156 6.896257400512695e-05 6.61015510559082e-05 0.0015546977519989014 0.9980719089508057 0.9978604912757874 0.3226437568664551 0.0019459426403045654 5.173683166503906e-05 0.06941968202590942
687,1156.59,9.432435035705566e-05 5.91278076171875e-05 7.140636444091797e-05 6.252527236938477e-05 0.00012323260307312012 0.023405849933624268 0.011377185583114624 0.004293859004974365 0.9994717240333557 9.325146675109863e-05 5.5789947509765625e-05 6.407499313354492e-05 0.9994279742240906 0.00013151764869689941 6.55055046081543e-05 0.9993067979812622 6.026029586791992e-05 6.222724914550781e-05 0.0019437074661254883 8.758902549743652e-05 8.746981620788574e-05 6.455183029174805e-05 6.508827209472656e-05 0.9897856712341309 6.842613220214844e-05 0.9994668364524841 0.005218446254730225 0.004098355770111084 5.429983139038086e-05 0.0019662976264953613 0.001357734203338623 5.7637691497802734e-05 0.006997406482696533 7.921457290649414e-05 6.22868537902832e-05 0.003021836280822754 0.15722233057022095 0.004482448101043701 0.0001983344554901123 0.002436041831970215 5.125999450683594e-05 8.112192153930664e-05 0.9996658563613892 7.37905502319336e-05 0.00010451674461364746 0.06845110654830933 0.00143510103225708 6.0439109802246094e-05 0.00016546249389648438 7.766485214233398e-05 0.041782498359680176 8.571147918701172e-05 6.729364395141602e-05 6.252527236938477e-05 0.00035113096237182617 9.670853614807129e-05 0.00011536478996276855 6.16312026977539e-05 5.9723854064941406e-05 7.086992263793945e-05 7.009506225585938e-05 5.14984130859375e-05 0.9152632355690002 5.251169204711914e-05 6.0498714447021484e-05 5.739927291870117e-05 0.00018256902694702148 5.245208740234375e-05 6.502866744995117e-05 0.9179257154464722 0.9996534585952759 0.0001036226749420166 7.82012939453125e-05 6.663799285888672e-05 9.563565254211426e-05 0.0005960464477539062 0.11583942174911499 5.561113357543945e-05 6.687641143798828e-05 0.2475893795490265 0.00044670701026916504 8.207559585571289e-05 0.01594284176826477 0.0024953484535217285 6.020069122314453e-05 0.00013181567192077637 0.0009621977806091309 6.937980651855469e-05 0.00013837218284606934 7.838010787963867e-05 0.02115115523338318 5.733966827392578e-05 0.00251731276512146 0.8802570104598999 0.005098670721054077 0.0011685490608215332 8.243322372436523e-05 0.00012406706809997559 5.1975250244140625e-05 5.537271499633789e-05
688,1123.15,0.9982545971870422 0.018328756093978882 0.13276240229606628 0.005590587854385376 0.006438255310058594 0.1743260622024536 5.644559860229492e-05 0.05239167809486389 0.001432180404663086 8.392333984375e-05 0.001684635877609253 0.07689803838729858 5.936622619628906e-05 8.273124694824219e-05 5.429983139038086e-05 6.949901580810547e-05 0.23720082640647888 5.555152893066406e-05 5.984306335449219e-05 0.011511743068695068 0.0022979378700256348 0.9996956586837769 0.0018290579319000244 0.0006579458713531494 6.693601608276367e-05 0.0019074082374572754 5.14984130859375e-05 6.812810897827148e-05 0.00020876526832580566 5.698204040527344e-05 0.0037622451782226562 0.9995895028114319 0.004141867160797119 0.07495999336242676 5.751848220825195e-05 0.004244416952133179 0.9650591611862183 5.59687614440918e-05 5.1975250244140625e-05 9.700655937194824e-05 6.42538070678711e-05 0.11509457230567932 0.03088560700416565 0.00013396143913269043 0.00438922643661499 0.9432799220085144 5.888938903808594e-05 0.00016862154006958008 6.562471389770508e-05 6.16312026977539e-05 0.001692056655883789 6.979703903198242e-05 7.236003875732422e-05 6.80088996887207e-05 0.998375415802002 0.0026567578315734863 0.0004248619079589844 0.6137810945510864 0.00026807188987731934 6.222724914550781e-05 0.0049207210540771484 5.97834587097168e-05 6.556510925292969e-05 5.7816505432128906e-05 0.0005625784397125244 0.9994526505470276 0.9269468188285828 4.9173831939697266e-05 9.480118751525879e-05 0.007181525230407715 6.508827209472656e-05 6.139278411865234e-05 5.8531761169433594e-05 0.08712604641914368 7.43865966796875e-05 0.47748231887817383 6.073713302612305e-05 0.4927658438682556 0.0016301274299621582 0.00010159611701965332 5.322694778442383e-05 0.00021699070930480957 0.997595489025116 0.0001004636287689209 0.08794295787811279 0.011268675327301025 6.407499313354492e-05 5.4836273193359375e-05 6.902217864990234e-05 6.532669067382812e-05 7.206201553344727e-05 5.543231964111328e-05 0.0006830394268035889 8.985400199890137e-05 0.9499701857566833 0.007918953895568848 0.00012931227684020996 5.829334259033203e-05 5.906820297241211e-05 7.545948028564453e-05
689,1101.76,0.0001862645149230957 5.65648078918457e-05 6.669759750366211e-05 0.015070796012878418 6.729364395141602e-05 0.007932186126708984 6.586313247680664e-05 8.13603401184082e-05 0.00010409951210021973 5.888938903808594e-05 7.361173629760742e-05 5.841255187988281e-05 5.8710575103759766e-05 6.35981559753418e-05 9.873509407043457e-05 0.0005952715873718262 0.4280097484588623 6.318092346191406e-05 6.437301635742188e-05 7.18832015991211e-05 0.0010890364646911621 9.003281593322754e-05 6.788969039916992e-05 0.05282706022262573 0.0002751648426055908 0.004270017147064209 0.0027922987937927246 0.012737542390823364 0.0004935860633850098 5.936622619628906e-05 6.568431854248047e-05 0.0005156397819519043 7.218122482299805e-05 0.041978806257247925 0.0013179481029510498 0.03919786214828491 6.431341171264648e-05 7.855892181396484e-05 0.9991876482963562 7.659196853637695e-05 0.1271038055419922 0.9994086027145386 7.492303848266602e-05 6.389617919921875e-05 6.073713302612305e-05 6.729364395141602e-05 0.1385812759399414 5.5730342864990234e-05 6.324052810668945e-05 0.00043639540672302246 9.617209434509277e-05 0.9272446632385254 0.0009579062461853027 0.0011477172374725342 0.0001639723777770996 7.402896881103516e-05 0.00021162629127502441 0.12599694728851318 7.432699203491211e-05 0.022916555404663086 0.00011274218559265137 0.0004290342330932617 0.00011792778968811035 0.9996775388717651 0.00030684471130371094 0.0005067288875579834 0.00022783875465393066 0.10559046268463135 5.4836273193359375e-05 5.40614128112793e-05 6.592273712158203e-05 6.592273712158203e-05 0.9553223252296448 0.9996131062507629 7.444620132446289e-05 0.0007749199867248535 0.002665221691131592 5.459785461425781e-05 6.22868537902832e-05 5.823373794555664e-05 6.55055046081543e-05 0.005570530891418457 0.0019222795963287354 5.066394805908203e-05 5.817413330078125e-05 6.514787673950195e-05 8.255243301391602e-05 7.325410842895508e-05 0.00010368227958679199 0.000140458345413208 7.897615432739258e-05 6.216764450073242e-05 5.7637691497802734e-05 5.900859832763672e-05 6.395578384399414e-05 6.777048110961914e-05 0.00027868151664733887 6.157159805297852e-05 5.900859832763672e-05 7.075071334838867e-05
690,1089.87,6.872415542602539e-05 0.0014114975929260254 8.028745651245117e-05 0.0017378032207489014 0.9995757937431335 0.9599906802177429 0.03620430827140808 0.0002613961696624756 7.152557373046875e-05 7.671117782592773e-05 5.811452865600586e-05 0.04126480221748352 0.9993829727172852 0.005433559417724609 5.817413330078125e-05 0.0017480254173278809 0.0002345442771911621 0.002124309539794922 0.00010374188423156738 0.014961212873458862 0.00015121698379516602 5.4717063903808594e-05 8.606910705566406e-05 6.937980651855469e-05 0.9961575865745544 5.692243576049805e-05 0.003739297389984131 0.00017070770263671875 0.061127811670303345 7.289648056030273e-05 7.2479248046875e-05 5.429983139038086e-05 5.84721565246582e-05 7.361173629760742e-05 0.9990693926811218 7.349252700805664e-05 0.0001252591609954834 0.0026647746562957764 0.35402846336364746 0.21466487646102905 0.0017507076263427734 5.40614128112793e-05 5.91278076171875e-05 0.9973317384719849 0.005817413330078125 0.0005609691143035889 6.759166717529297e-05 0.9991637468338013 6.270408630371094e-05 5.4955482482910156e-05 5.1915645599365234e-05 0.15827053785324097 7.259845733642578e-05 9.438395500183105e-05 0.07787519693374634 0.9699355363845825 6.35385513305664e-05 6.0677528381347656e-05 4.9233436584472656e-05 9.784102439880371e-05 7.849931716918945e-05 9.85562801361084e-05 7.855892181396484e-05 0.9995748400688171 0.0017930269241333008 0.41626209020614624 0.9992648959159851 9.694695472717285e-05 0.9991523027420044 7.772445678710938e-05 0.0006147921085357666 0.9986535310745239 0.11546778678894043 7.534027099609375e-05 0.9992923736572266 0.0018936991691589355 6.139278411865234e-05 6.157159805297852e-05 0.0002524852752685547 0.9966183304786682 9.468197822570801e-05 7.230043411254883e-05 0.0002790987491607666 6.937980651855469e-05 0.0001080930233001709 0.00011369585990905762
