,0,1
520,443.50,5.9485435485839844e-05 0.00016200542449951172 8.308887481689453e-05 5.8591365814208984e-05 5.3822994232177734e-05 0.018426865339279175 0.0037240982055664062 8.249282836914062e-05 6.139278411865234e-05 0.00020208954811096191 0.001657336950302124 0.00010952353477478027 5.841255187988281e-05 5.513429641723633e-05 0.0003846287727355957 5.644559860229492e-05 0.015541672706604004 5.161762237548828e-05 0.0008762478828430176 6.413459777832031e-05 6.35385513305664e-05 7.104873657226562e-05 0.9986817240715027 0.01822763681411743 0.027377307415008545 0.010444998741149902 0.0003033280372619629 5.6684017181396484e-05 5.1975250244140625e-05 7.593631744384766e-05 6.079673767089844e-05 0.00023484230041503906 0.11712655425071716 0.00012823939323425293 0.00872129201889038 5.906820297241211e-05 0.0010298192501068115 7.909536361694336e-05 0.23519307374954224 0.5496273934841156 0.5537285208702087 0.0001221001148223877 0.00011333823204040527 7.957220077514648e-05 6.133317947387695e-05 0.00013425946235656738 5.900859832763672e-05 0.08084160089492798 0.00016170740127563477 5.5909156799316406e-05 8.0108642578125e-05 0.9974924325942993 0.00011232495307922363 0.006088137626647949 5.5909156799316406e-05 0.9184383153915405 0.9966475367546082 5.5789947509765625e-05 0.9994321465492249 0.9933363199234009 5.2809715270996094e-05 8.559226989746094e-05 6.401538848876953e-05 5.53131103515625e-05 0.001108318567276001 8.004903793334961e-05 0.12571197748184204 7.832050323486328e-05 5.5789947509765625e-05 0.0014393627643585205 5.650520324707031e-05 6.41942024230957e-05 5.346536636352539e-05 0.00012299418449401855 5.5909156799316406e-05 7.18832015991211e-05 6.657838821411133e-05 0.006087899208068848 0.0949479341506958 6.753206253051758e-05 0.9995904564857483 0.00018656253814697266 0.13337287306785583 0.9987183809280396 5.6624412536621094e-05 0.9992376565933228 0.9995766282081604 5.3763389587402344e-05 5.894899368286133e-05 7.337331771850586e-05 5.805492401123047e-05 0.00014194846153259277 0.0002817809581756592 0.03972044587135315 0.00015091896057128906 0.01826035976409912 6.496906280517578e-05 0.034323155879974365 6.955862045288086e-05 0.004520058631896973
521,414.74,0.1411609947681427 0.0003020763397216797 5.7816505432128906e-05 0.9960541725158691 7.432699203491211e-05 6.99758529663086e-05 0.8226401209831238 0.00022795796394348145 5.990266799926758e-05 0.346591055393219 6.192922592163086e-05 5.40614128112793e-05 0.0016585886478424072 5.501508712768555e-05 0.003641754388809204 5.8650970458984375e-05 4.982948303222656e-05 6.324052810668945e-05 5.46574592590332e-05 0.9993181228637695 0.0002371072769165039 0.025959789752960205 5.8710575103759766e-05 0.0001621842384338379 0.00027129054069519043 8.291006088256836e-05 6.705522537231445e-05 0.069821298122406 0.0017369389533996582 6.0498714447021484e-05 0.9994521737098694 8.51750373840332e-05 6.651878356933594e-05 0.0007501840591430664 8.890032768249512e-05 0.9996129870414734 0.998596727848053 0.35391390323638916 6.079673767089844e-05 5.918741226196289e-05 0.18036121129989624 0.4828943610191345 0.03413766622543335 0.16754376888275146 0.432834267616272 0.00021067261695861816 5.239248275756836e-05 0.038144081830978394 0.0018488168716430664 7.37309455871582e-05 5.739927291870117e-05 0.00013247132301330566 0.07286942005157471 0.03574371337890625 0.0530429482460022 0.02525782585144043 7.069110870361328e-05 0.19164055585861206 5.906820297241211e-05 0.00021323561668395996 0.0006084740161895752 5.805492401123047e-05 5.3942203521728516e-05 6.085634231567383e-05 0.00748896598815918 0.00021252036094665527 5.525350570678711e-05 9.295344352722168e-05 5.030632019042969e-05 0.058792054653167725 5.5789947509765625e-05 0.9995742440223694 6.830692291259766e-05 7.337331771850586e-05 0.9995055198669434 0.007395386695861816 8.45193862915039e-05 0.00011309981346130371 0.9979434609413147 6.002187728881836e-05 0.0012277662754058838 6.747245788574219e-05 9.21785831451416e-05 5.9723854064941406e-05 5.632638931274414e-05 5.1975250244140625e-05 8.279085159301758e-05 8.788704872131348e-05 5.78761100769043e-05 5.513429641723633e-05 0.00048738718032836914 0.0165480375289917 6.42538070678711e-05 0.9554442763328552 0.9990241527557373 6.777048110961914e-05 0.020603865385055542 7.56978988647461e-05 5.632638931274414e-05 8.159875869750977e-05
522,428.29,5.9604644775390625e-05 6.300210952758789e-05 6.151199340820312e-05 5.990266799926758e-05 5.8531761169433594e-05 0.028734296560287476 0.00011906027793884277 5.9604644775390625e-05 0.05315804481506348 5.793571472167969e-05 5.823373794555664e-05 6.717443466186523e-05 5.984306335449219e-05 8.639693260192871e-05 0.00031313300132751465 0.0008296370506286621 7.086992263793945e-05 0.9994025230407715 0.00010260939598083496 0.9659892320632935 7.444620132446289e-05 8.249282836914062e-05 0.0012437701225280762 5.811452865600586e-05 5.7637691497802734e-05 0.011248677968978882 6.002187728881836e-05 6.562471389770508e-05 0.12706390023231506 0.029832392930984497 0.9959238767623901 0.9995612502098083 0.0026987195014953613 0.0003046393394470215 6.80088996887207e-05 6.175041198730469e-05 0.0002866387367248535 8.949637413024902e-05 0.9249123334884644 0.996309220790863 7.838010787963867e-05 0.00019338726997375488 0.04721724987030029 5.6743621826171875e-05 9.647011756896973e-05 6.955862045288086e-05 8.064508438110352e-05 6.705522537231445e-05 8.973479270935059e-05 6.783008575439453e-05 0.00016486644744873047 0.9990531802177429 0.0003452301025390625 9.229779243469238e-05 7.87973403930664e-05 0.8973827958106995 6.091594696044922e-05 5.519390106201172e-05 6.002187728881836e-05 0.0005099475383758545 5.4836273193359375e-05 0.0004875659942626953 6.431341171264648e-05 0.00010660290718078613 0.12177297472953796 6.461143493652344e-05 5.906820297241211e-05 0.00014612078666687012 0.9887216091156006 0.2019743025302887 0.0007960498332977295 0.008551687002182007 6.0617923736572266e-05 0.00026109814643859863 5.14984130859375e-05 5.8650970458984375e-05 0.8419801592826843 8.356571197509766e-05 0.013454139232635498 0.00011017918586730957 0.002481132745742798 0.0001386702060699463 7.277727127075195e-05 0.00023049116134643555 5.2094459533691406e-05 6.902217864990234e-05 0.00014767050743103027 5.918741226196289e-05 5.805492401123047e-05 6.538629531860352e-05 5.751848220825195e-05 6.407499313354492e-05 0.00010004639625549316 7.617473602294922e-05 0.04822114109992981 6.395578384399414e-05 5.239248275756836e-05 0.9993498921394348 5.918741226196289e-05 6.115436553955078e-05
523,439.51,0.0001036226749420166 0.0004857182502746582 0.9987240433692932 0.9937468767166138 6.479024887084961e-05 6.03795051574707e-05 5.650520324707031e-05 6.139278411865234e-05 0.0002830922603607178 0.8630907535552979 0.00043579936027526855 0.8698425889015198 8.71121883392334e-05 5.5849552154541016e-05 0.137624591588974 6.4849853515625e-05 6.4849853515625e-05 0.003888756036758423 6.788969039916992e-05 6.139278411865234e-05 5.97834587097168e-05 0.00011309981346130371 5.507469177246094e-05 6.80685043334961e-05 6.389617919921875e-05 0.9993333220481873 8.445978164672852e-05 0.0002624690532684326 0.9495070576667786 6.473064422607422e-05 5.21540641784668e-05 0.00015223026275634766 6.985664367675781e-05 0.014187783002853394 9.235739707946777e-05 0.00015360116958618164 5.322694778442383e-05 6.151199340820312e-05 7.56978988647461e-05 0.006617873907089233 5.263090133666992e-05 0.011759698390960693 0.00017559528350830078 5.3882598876953125e-05 5.53131103515625e-05 6.794929504394531e-05 8.907914161682129e-05 7.969141006469727e-05 0.2733317017555237 8.463859558105469e-05 5.6803226470947266e-05 5.167722702026367e-05 0.9988924860954285 6.270408630371094e-05 6.097555160522461e-05 5.716085433959961e-05 0.08067560195922852 0.0035146474838256836 5.3822994232177734e-05 0.0016672909259796143 0.0001653432846069336 0.9840778112411499 0.0008785724639892578 0.9996461868286133 0.17725473642349243 6.312131881713867e-05 0.0002969503402709961 6.204843521118164e-05 0.9995911717414856 5.424022674560547e-05 5.447864532470703e-05 0.0020042359828948975 0.0001786351203918457 0.00014856457710266113 5.7756900787353516e-05 6.198883056640625e-05 5.829334259033203e-05 0.0010006725788116455 5.5730342864990234e-05 5.3763389587402344e-05 0.006370991468429565 0.0003280341625213623 5.4717063903808594e-05 0.00020125508308410645 6.347894668579102e-05 6.031990051269531e-05 6.347894668579102e-05 5.6743621826171875e-05 0.003892570734024048 6.729364395141602e-05 0.9996820688247681 0.0001537799835205078 0.0001068413257598877 0.185225248336792 5.334615707397461e-05 0.9996045231819153 0.30343353748321533
524,451.79,5.9664249420166016e-05 6.312131881713867e-05 0.05283457040786743 5.996227264404297e-05 0.0016015172004699707 5.9604644775390625e-05 0.00032392144203186035 6.246566772460938e-05 0.9986685514450073 0.9743632674217224 0.00018650293350219727 0.0002942681312561035 6.240606307983398e-05 0.0013092458248138428 5.7637691497802734e-05 5.716085433959961e-05 0.005530416965484619 6.22868537902832e-05 0.08168148994445801 0.000438004732131958 0.9508292078971863 8.26716423034668e-05 0.9990020394325256 0.00013551115989685059 6.836652755737305e-05 6.16908073425293e-05 0.99921715259552 0.8225483298301697 9.372830390930176e-05 0.00024211406707763672 5.435943603515625e-05 5.91278076171875e-05 8.979439735412598e-05 5.424022674560547e-05 0.5503522753715515 5.6624412536621094e-05 6.55055046081543e-05 0.08140546083450317 0.003742784261703491 5.6684017181396484e-05 8.45193862915039e-05 5.1856040954589844e-05 0.00016164779663085938 0.07561704516410828 5.412101745605469e-05 0.022564709186553955 0.04762625694274902 6.031990051269531e-05 9.575486183166504e-05 0.945875346660614 0.00012007355690002441 9.086728096008301e-05 5.7756900787353516e-05 6.771087646484375e-05 0.00015819072723388672 6.16312026977539e-05 0.008476287126541138 7.641315460205078e-05 5.8710575103759766e-05 8.147954940795898e-05 7.134675979614258e-05 6.937980651855469e-05 0.00023919343948364258 0.011180788278579712 0.19052070379257202 5.346536636352539e-05 0.0019649863243103027 0.0001575946807861328 0.00887647271156311 9.772181510925293e-05 9.09268856048584e-05 0.003431975841522217 5.835294723510742e-05 0.000132828950881958 7.641315460205078e-05 7.331371307373047e-05 0.057448357343673706 0.00014778971672058105 6.03795051574707e-05 6.61611557006836e-05 0.012017369270324707 0.02436169981956482 0.24532854557037354 0.00010374188423156738 0.9575586318969727 0.020717144012451172 5.5730342864990234e-05 8.124113082885742e-05 0.0005603134632110596 0.21858170628547668 5.751848220825195e-05 5.811452865600586e-05 6.413459777832031e-05 0.4396422505378723 6.008148193359375e-05 0.9992202520370483 5.263090133666992e-05 5.4895877838134766e-05 7.56978988647461e-05
525,473.34,7.581710815429688e-05 7.551908493041992e-05 0.0004264712333679199 6.127357482910156e-05 0.5600774884223938 6.157159805297852e-05 0.002389073371887207 5.2094459533691406e-05 5.227327346801758e-05 9.033083915710449e-05 5.888938903808594e-05 5.8650970458984375e-05 0.0014061331748962402 0.005020558834075928 0.04975539445877075 9.587407112121582e-05 0.9978905320167542 0.0004692971706390381 0.9992156028747559 0.00011196732521057129 0.0037538111209869385 6.496906280517578e-05 7.12275505065918e-05 0.9985628724098206 6.699562072753906e-05 5.97834587097168e-05 5.942583084106445e-05 0.2313973307609558 5.53131103515625e-05 5.817413330078125e-05 0.002874433994293213 5.27501106262207e-05 0.9994592070579529 7.647275924682617e-05 5.418062210083008e-05 6.330013275146484e-05 5.453824996948242e-05 0.038815081119537354 0.007035017013549805 9.521842002868652e-05 0.00028064846992492676 5.704164505004883e-05 0.0017504692077636719 0.054407089948654175 9.313225746154785e-05 9.807944297790527e-05 7.605552673339844e-05 6.467103958129883e-05 0.0001378953456878662 0.9936131834983826 5.5730342864990234e-05 0.9987956285476685 5.930662155151367e-05 0.39124131202697754 5.322694778442383e-05 5.4895877838134766e-05 0.0003383159637451172 6.788969039916992e-05 0.0003699958324432373 7.230043411254883e-05 6.574392318725586e-05 8.380413055419922e-05 0.9012194275856018 6.121397018432617e-05 6.395578384399414e-05 6.16908073425293e-05 7.939338684082031e-05 6.514787673950195e-05 9.313225746154785e-05 6.264448165893555e-05 7.128715515136719e-05 0.1469762623310089 5.811452865600586e-05 6.371736526489258e-05 0.9993770718574524 6.192922592163086e-05 6.961822509765625e-05 6.508827209472656e-05 0.00017392635345458984 6.151199340820312e-05 0.043963342905044556 6.097555160522461e-05 0.00011077523231506348 6.216764450073242e-05 0.9932985901832581 0.001717209815979004 0.08929261565208435 6.365776062011719e-05 0.9302243590354919 0.9996770620346069 0.00013640522956848145 0.9956071972846985 0.000148087739944458 0.0003834366798400879 0.0003008246421813965 5.805492401123047e-05 0.0366894006729126 0.04029881954193115 6.157159805297852e-05 5.841255187988281e-05
526,469.40,0.04212024807929993 8.32676887512207e-05 8.410215377807617e-05 0.07919555902481079 0.9994945526123047 0.18049103021621704 6.431341171264648e-05 0.027818679809570312 0.0002307891845703125 0.009218096733093262 0.0016464293003082275 5.7816505432128906e-05 7.098913192749023e-05 0.0014304518699645996 0.9994982481002808 0.0002587437629699707 5.447864532470703e-05 0.21814382076263428 8.034706115722656e-05 8.064508438110352e-05 7.206201553344727e-05 8.58306884765625e-05 0.0001558065414428711 0.0001417696475982666 6.42538070678711e-05 8.735060691833496e-05 0.9996979236602783 6.365776062011719e-05 6.16908073425293e-05 0.006812244653701782 5.7220458984375e-05 0.0019700229167938232 6.61611557006836e-05 0.20980435609817505 5.352497100830078e-05 6.479024887084961e-05 6.437301635742188e-05 5.942583084106445e-05 0.0006033778190612793 0.7324233651161194 0.07267847657203674 0.0014532804489135742 5.704164505004883e-05 0.09131139516830444 8.913874626159668e-05 0.0009459257125854492 8.594989776611328e-05 5.453824996948242e-05 0.07164976000785828 9.110569953918457e-05 0.20521938800811768 0.038958847522735596 0.0023555755615234375 5.245208740234375e-05 0.038468778133392334 0.14141592383384705 7.402896881103516e-05 5.239248275756836e-05 9.801983833312988e-05 5.46574592590332e-05 0.005363374948501587 6.866455078125e-05 0.0013850629329681396 8.177757263183594e-05 0.3559057116508484 0.12674695253372192 0.00013366341590881348 6.383657455444336e-05 0.9991121888160706 5.7756900787353516e-05 5.608797073364258e-05 0.012149155139923096 5.751848220825195e-05 6.824731826782227e-05 0.006542831659317017 7.343292236328125e-05 6.67572021484375e-05 7.104873657226562e-05 0.9533477425575256 0.00010117888450622559 6.127357482910156e-05 6.449222564697266e-05 0.00010415911674499512 5.984306335449219e-05 7.444620132446289e-05 5.751848220825195e-05 0.00010594725608825684 8.571147918701172e-05 5.1856040954589844e-05 6.276369094848633e-05 6.961822509765625e-05 0.9946669340133667 5.906820297241211e-05 6.079673767089844e-05 0.0001519918441772461 0.9900258779525757 6.121397018432617e-05 6.079673767089844e-05 0.013224303722381592 0.9997281432151794
527,471.73,0.001547783613204956 0.00027123093605041504 0.9997088313102722 6.151199340820312e-05 5.358457565307617e-05 0.9988976716995239 5.3822994232177734e-05 0.0007485151290893555 5.91278076171875e-05 0.03604668378829956 0.13734537363052368 7.212162017822266e-05 5.3942203521728516e-05 0.0006081759929656982 0.999549925327301 0.0015418529510498047 0.0012247860431671143 0.0035236477851867676 0.00029599666595458984 0.07245105504989624 6.031990051269531e-05 0.9995818734169006 0.0003368258476257324 0.6931663155555725 5.829334259033203e-05 0.9984863996505737 0.9994680285453796 5.8650970458984375e-05 0.07627931237220764 5.131959915161133e-05 0.00015926361083984375 0.027257204055786133 5.4717063903808594e-05 6.151199340820312e-05 0.0020155906677246094 0.02080392837524414 0.9993304014205933 0.9600009322166443 0.07379567623138428 7.772445678710938e-05 5.334615707397461e-05 6.651878356933594e-05 5.233287811279297e-05 0.0009982287883758545 0.00016295909881591797 0.0001614093780517578 0.00012126564979553223 0.010725647211074829 0.23767846822738647 5.435943603515625e-05 0.0001685619354248047 5.7637691497802734e-05 8.428096771240234e-05 5.310773849487305e-05 0.022401869297027588 0.10317480564117432 5.310773849487305e-05 5.5730342864990234e-05 0.014091134071350098 0.002682626247406006 0.006142407655715942 0.6529630422592163 7.396936416625977e-05 0.0006304681301116943 9.682774543762207e-05 0.0006028413772583008 6.681680679321289e-05 5.4895877838134766e-05 5.91278076171875e-05 0.9848600029945374 6.03795051574707e-05 0.0001372992992401123 0.000132828950881958 7.742643356323242e-05 0.9990346431732178 0.0017676949501037598 6.157159805297852e-05 5.3048133850097656e-05 0.00019097328186035156 0.9917546510696411 5.269050598144531e-05 5.829334259033203e-05 7.295608520507812e-05 6.574392318725586e-05 0.9985374212265015 9.623169898986816e-05 6.091594696044922e-05 0.0010359883308410645 5.644559860229492e-05 0.004097282886505127 5.626678466796875e-05 5.2034854888916016e-05 0.00010064244270324707 6.496906280517578e-05 7.808208465576172e-05 6.121397018432617e-05 6.252527236938477e-05 9.992718696594238e-05 5.990266799926758e-05 0.0003501772880554199
528,462.14,0.057191669940948486 6.401538848876953e-05 0.000596463680267334 6.413459777832031e-05 8.547306060791016e-05 0.00020399689674377441 0.35507333278656006 5.418062210083008e-05 0.0015613436698913574 0.007591515779495239 0.00012812018394470215 6.204843521118164e-05 0.004066050052642822 0.0020810961723327637 0.9984664916992188 6.347894668579102e-05 0.003785073757171631 0.0032287240028381348 5.620718002319336e-05 6.0439109802246094e-05 7.236003875732422e-05 6.884336471557617e-05 0.00033161044120788574 0.00027236342430114746 6.031990051269531e-05 5.412101745605469e-05 0.1927565038204193 0.9996691942214966 7.778406143188477e-05 0.30858302116394043 0.21380048990249634 0.9995641112327576 6.437301635742188e-05 5.233287811279297e-05 0.000148087739944458 6.860494613647461e-05 0.10828474164009094 5.40614128112793e-05 0.031009763479232788 0.041528552770614624 5.263090133666992e-05 5.4836273193359375e-05 0.0861886739730835 0.00010278820991516113 6.145238876342773e-05 6.35385513305664e-05 0.12854158878326416 6.091594696044922e-05 0.0011985301971435547 0.06493452191352844 6.556510925292969e-05 0.020637601613998413 0.0001372992992401123 0.999500036239624 0.0003851652145385742 0.5954790115356445 5.728006362915039e-05 8.046627044677734e-05 9.146332740783691e-05 0.0017405152320861816 0.07936885952949524 6.073713302612305e-05 6.783008575439453e-05 0.9996637105941772 0.0008566081523895264 0.022245466709136963 0.006674051284790039 0.01572933793067932 5.739927291870117e-05 6.264448165893555e-05 7.474422454833984e-05 7.092952728271484e-05 0.0019744932651519775 6.645917892456055e-05 9.91523265838623e-05 6.29425048828125e-05 6.014108657836914e-05 5.424022674560547e-05 6.532669067382812e-05 9.110569953918457e-05 0.998246431350708 0.07247179746627808 0.9881271719932556 5.7637691497802734e-05 0.0001087486743927002 0.0008444786071777344 0.00015920400619506836 9.301304817199707e-05 5.900859832763672e-05 5.513429641723633e-05 0.0002675950527191162 0.0002079308032989502 4.9948692321777344e-05 5.5909156799316406e-05 0.9994968175888062 5.835294723510742e-05 0.014368414878845215 6.854534149169922e-05 5.65648078918457e-05 6.723403930664062e-05
529,468.98,6.812810897827148e-05 5.78761100769043e-05 6.276369094848633e-05 5.27501106262207e-05 5.984306335449219e-05 0.008523523807525635 6.121397018432617e-05 0.0398554801940918 0.0002872347831726074 5.7578086853027344e-05 0.00022336840629577637 0.0026537179946899414 0.003805309534072876 5.698204040527344e-05 6.908178329467773e-05 5.447864532470703e-05 8.392333984375e-05 5.453824996948242e-05 0.001650005578994751 6.216764450073242e-05 0.5884137749671936 7.939338684082031e-05 0.9954248070716858 0.9995971322059631 0.00646364688873291 0.335313081741333 6.186962127685547e-05 7.289648056030273e-05 5.072355270385742e-05 7.891654968261719e-05 0.9994413256645203 5.7220458984375e-05 5.519390106201172e-05 8.195638656616211e-05 0.006608784198760986 0.007470548152923584 0.0028086304664611816 8.600950241088867e-05 9.122490882873535e-05 0.00014409422874450684 5.7637691497802734e-05 0.10408568382263184 0.9975191354751587 0.0001436173915863037 0.0004362761974334717 0.009715855121612549 0.011181175708770752 0.9987068176269531 5.650520324707031e-05 6.639957427978516e-05 5.441904067993164e-05 0.9996328353881836 5.435943603515625e-05 0.0005863606929779053 5.6624412536621094e-05 6.276369094848633e-05 0.06530642509460449 5.453824996948242e-05
530,484.93,7.88569450378418e-05 0.0002409815788269043 0.005004525184631348 0.14281275868415833 0.00012168288230895996 0.9940258264541626 5.161762237548828e-05 0.213019460439682 6.300210952758789e-05 0.9984495639801025 5.805492401123047e-05 0.11906450986862183 0.0021965205669403076 6.508827209472656e-05 0.00020232796669006348 6.079673767089844e-05 0.9995661377906799 6.645917892456055e-05 0.07106912136077881 6.455183029174805e-05 5.835294723510742e-05 5.942583084106445e-05 5.507469177246094e-05 6.020069122314453e-05 5.7697296142578125e-05 6.103515625e-05 5.745887756347656e-05 0.00010058283805847168 0.00013843178749084473 0.9909748435020447 0.1471652388572693 9.164214134216309e-05 0.00015532970428466797 6.109476089477539e-05 6.365776062011719e-05 0.9997209906578064 0.00044038891792297363 5.614757537841797e-05 0.002887934446334839 0.00014778971672058105 6.377696990966797e-05 5.728006362915039e-05 0.003198951482772827 0.07310760021209717 6.198883056640625e-05 0.9994447827339172 8.398294448852539e-05 7.838010787963867e-05 9.056925773620605e-05 5.543231964111328e-05 0.00010356307029724121 0.11435651779174805 0.00017654895782470703 0.12351399660110474 5.549192428588867e-05 0.00010445713996887207 0.034609198570251465 8.33272933959961e-05 5.501508712768555e-05 6.55055046081543e-05 6.014108657836914e-05 5.6862831115722656e-05 0.00013276934623718262 0.00024306774139404297 6.270408630371094e-05 8.729100227355957e-05 5.924701690673828e-05 0.00015676021575927734 7.015466690063477e-05 0.0002906918525695801 7.05718994140625e-05 6.371736526489258e-05 6.449222564697266e-05 5.602836608886719e-05 0.23577061295509338 6.0439109802246094e-05 0.00020590424537658691 0.011463046073913574 8.493661880493164e-05 6.705522537231445e-05 0.22030073404312134 0.05527007579803467 9.247660636901855e-05 0.0006994307041168213 0.00013932585716247559 0.004659861326217651 0.001198500394821167 0.012153148651123047 0.0001322925090789795 6.35385513305664e-05 0.00043144822120666504 0.024231374263763428 6.788969039916992e-05 5.1915645599365234e-05 0.8784933090209961 6.61611557006836e-05 9.545683860778809e-05 5.739927291870117e-05 6.192922592163086e-05
531,478.19,0.9885576963424683 0.00011536478996276855 0.9995249509811401 0.0012426376342773438 9.521842002868652e-05 7.826089859008789e-05 0.9992664456367493 0.0020421743392944336 0.9990925788879395 0.17904400825500488 7.766485214233398e-05 7.337331771850586e-05 0.0036224722862243652 0.011364340782165527 8.96751880645752e-05 6.67572021484375e-05 8.398294448852539e-05 5.519390106201172e-05 6.312131881713867e-05 0.007522284984588623 6.115436553955078e-05 0.1264043152332306 0.007807731628417969 0.9997164607048035 5.698204040527344e-05 5.626678466796875e-05 6.16908073425293e-05 0.9990975856781006 0.9988279938697815 9.492039680480957e-05 0.005465894937515259 5.328655242919922e-05 5.620718002319336e-05 0.9995143413543701 0.005151629447937012 5.8531761169433594e-05 9.670853614807129e-05 0.3319386839866638 0.9994410872459412 0.0005336105823516846 0.19394394755363464 0.00011739134788513184 0.00018167495727539062 8.159875869750977e-05 0.1549072563648224 5.7697296142578125e-05 5.525350570678711e-05 0.11566200852394104 5.418062210083008e-05 0.7437312006950378 7.784366607666016e-05 5.882978439331055e-05 5.4836273193359375e-05 5.626678466796875e-05 5.3822994232177734e-05 6.03795051574707e-05 6.67572021484375e-05 0.033762216567993164 0.5766823887825012 5.447864532470703e-05 0.00012788176536560059 7.069110870361328e-05 6.008148193359375e-05 0.0005606114864349365 6.854534149169922e-05 5.710124969482422e-05 0.9992768168449402 0.979636549949646 8.687376976013184e-05 0.0005668997764587402 5.221366882324219e-05 5.269050598144531e-05 0.07132306694984436 0.0021941065788269043 0.9992695450782776 5.6803226470947266e-05 7.37309455871582e-05 8.225440979003906e-05 5.5909156799316406e-05 0.04953271150588989 5.78761100769043e-05 5.97834587097168e-05 0.0026019811630249023 5.8591365814208984e-05 6.318092346191406e-05 0.00021836161613464355 0.12454181909561157 7.134675979614258e-05 0.9975670576095581 0.9738778471946716 0.9994569420814514 7.665157318115234e-05 0.9996557235717773 0.0006349384784698486 0.00011947751045227051 6.145238876342773e-05 6.765127182006836e-05 0.0028779804706573486 6.079673767089844e-05 0.006159543991088867
532,472.00,0.00014954805374145508 0.0023585855960845947 0.0004159212112426758 5.7637691497802734e-05 0.0032118558883666992 6.473064422607422e-05 0.00012496113777160645 0.00013622641563415527 0.9995208978652954 6.222724914550781e-05 6.622076034545898e-05 5.447864532470703e-05 5.2869319915771484e-05 6.824731826782227e-05 0.9829026460647583 5.739927291870117e-05 0.00011107325553894043 5.46574592590332e-05 0.0014191865921020508 0.008772879838943481 0.9987381100654602 5.5789947509765625e-05 0.9878002405166626 8.130073547363281e-05 7.551908493041992e-05 0.00011196732521057129 0.13594400882720947 0.00016427040100097656 6.4849853515625e-05 7.092952728271484e-05 0.9911501407623291 5.2988529205322266e-05 0.0003489851951599121 0.003760039806365967 0.00010654330253601074 9.456276893615723e-05 5.59687614440918e-05 0.599702000617981 6.383657455444336e-05 5.435943603515625e-05 0.9747117161750793 6.657838821411133e-05 5.4955482482910156e-05 0.9995540976524353 0.0007874369621276855 0.9993465542793274 0.004698395729064941 8.237361907958984e-05 5.6624412536621094e-05 0.0002543926239013672 0.9996627569198608 0.006168842315673828 0.008410841226577759 0.0008108615875244141 0.00011530518531799316 0.0004760921001434326 7.265806198120117e-05 7.766485214233398e-05 5.9545040130615234e-05 5.698204040527344e-05 0.9689534902572632 5.984306335449219e-05 0.0012052655220031738 0.9985896944999695 8.0108642578125e-05 0.997820258140564 5.537271499633789e-05 5.6684017181396484e-05 6.908178329467773e-05 0.00014582276344299316 6.413459777832031e-05 0.00228726863861084 7.212162017822266e-05 5.173683166503906e-05 0.0001863241195678711 7.069110870361328e-05 0.993874728679657 7.492303848266602e-05 6.496906280517578e-05 5.424022674560547e-05 6.097555160522461e-05 0.9710173010826111 7.337331771850586e-05 0.00016003847122192383 5.5789947509765625e-05 0.999576985836029 6.860494613647461e-05 5.7816505432128906e-05 0.0021950602531433105 6.115436553955078e-05 0.0014171600341796875 0.00013300776481628418 0.18864938616752625 0.9997014403343201 7.003545761108398e-05 0.00014844536781311035 0.00017458200454711914 9.784102439880371e-05 6.759166717529297e-05 7.18235969543457e-05
533,491.29,8.189678192138672e-05 0.9994841814041138 8.729100227355957e-05 0.7637667059898376 0.0016025900840759277 0.00071755051612854 0.9995225667953491 5.1975250244140625e-05 0.9994211196899414 7.772445678710938e-05 6.884336471557617e-05 5.424022674560547e-05 7.200241088867188e-05 0.9980858564376831 0.0013788938522338867 5.40614128112793e-05 6.914138793945312e-05 0.9984960556030273 0.995891809463501 0.9993062019348145 0.9985288381576538 6.198883056640625e-05 5.632638931274414e-05 0.9831905364990234 0.00011220574378967285 0.00023186206817626953 5.364418029785156e-05 5.996227264404297e-05 0.00015622377395629883 0.001570284366607666 0.00013533234596252441 0.02382296323776245 0.0001850128173828125 0.00011274218559265137 0.0253867506980896 5.6862831115722656e-05 5.8770179748535156e-05 0.00017946958541870117 0.00011518597602844238 5.9604644775390625e-05 0.13763386011123657 0.09163370728492737 7.551908493041992e-05 6.985664367675781e-05 5.40614128112793e-05 0.9996064305305481 6.371736526489258e-05 0.9970853924751282 6.753206253051758e-05 6.222724914550781e-05 0.00018721818923950195 0.02462908625602722 6.318092346191406e-05 7.015466690063477e-05 6.437301635742188e-05 7.450580596923828e-05 6.443262100219727e-05 6.663799285888672e-05 0.0005858838558197021 5.984306335449219e-05 5.6743621826171875e-05 5.716085433959961e-05 6.175041198730469e-05 0.007418155670166016 5.835294723510742e-05 5.614757537841797e-05 8.51750373840332e-05 6.693601608276367e-05 5.4776668548583984e-05 9.319186210632324e-05 0.0009818971157073975 0.0535319447517395 0.9682081937789917 6.008148193359375e-05 0.0002899765968322754 5.710124969482422e-05 9.796023368835449e-05 5.364418029785156e-05 0.06305462121963501 6.0439109802246094e-05 0.009255081415176392 0.00020518898963928223 0.7615523338317871 5.924701690673828e-05 0.21008408069610596 0.998245358467102 5.1975250244140625e-05 6.401538848876953e-05 9.718537330627441e-05 0.00014004111289978027 0.9966632723808289 0.0070858001708984375 8.106231689453125e-05 6.186962127685547e-05 0.9900869727134705 0.9992726445198059 0.5003386735916138 6.175041198730469e-05 0.004777073860168457 5.823373794555664e-05
